EQUIPMENT_ID,SERIAL_NUMBER,MAKE,MODEL,CATEGORY,SUBCATEGORY,DESCRIPTION,YEAR_MANUFACTURED,ACQUISITION_DATE,ACQUISITION_COST,REPLACEMENT_COST,BRANCH_ID,STATUS,CONDITION,LATITUDE,LONGITUDE,LAST_SERVICE_DATE,NEXT_SERVICE_DUE,HOUR_METER_READING,DAILY_RATE,WEEKLY_RATE,MONTHLY_RATE,_SOURCE_TABLE,_ROW_HASH,_LOADED_AT,_SOURCE_SYSTEM,_IS_CURRENT,_VALID_FROM,_VALID_TO
EQ-014660,GEN198485V,Genie,GTH-636,AERIAL,Telehandler,Telehandler 6K 36ft,2021,2021-09-04,77700,110950,BR-01039,RENTED,POOR,35.701713,-78.6659,2026-03-19,2026-03-20,6164,350.99,1052.97,3158.91,UR_EQUIPMENT,16e6a665181fefe4de183f25a1cab8d7effee93e8b41483cd2d9f2f121b74d79,2026-03-20T07:54:07.126565,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.126565,9999-12-31T00:00:00
EQ-014661,JOH890142M,John Deere,450K,EARTHMOVING,Crawler,Crawler Dozer,2022,2023-10-04,132550,232100,BR-01065,AVAILABLE,FAIR,38.626367,-90.189045,2026-03-19,2026-03-20,12070,621.73,1865.19,5595.57,UR_EQUIPMENT,8939af90e16ac0f9a41ec6274dac456dd85c79be255a4f2400ece4e57319c673,2026-03-20T07:54:07.126596,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.126596,9999-12-31T00:00:00
EQ-014662,CAT965694L,Cat,330,EARTHMOVING,Excavator,Excavator 30T,2019,2019-04-23,198900,387900,BR-01040,AVAILABLE,GOOD,30.337869,-81.646453,2026-03-19,2026-03-20,7209,1000.37,3001.11,9003.33,UR_EQUIPMENT,e427118bd2352211601a190ef1739b91a0da3a65a55e7b256901ab7b660b74f7,2026-03-20T07:54:07.126630,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.126631,9999-12-31T00:00:00
EQ-014663,CAT355970R,Cat,XQ100,POWER_AND_HVAC,Generator,Generator 100kW Diesel,2019,2020-07-15,159600,199200,BR-01076,RENTED,GOOD,30.337849,-97.855085,2026-03-19,2026-03-20,3980,579.29,1737.87,5213.61,UR_EQUIPMENT,fca6b2c3f6e597de15646aef3336ae91f0f919108b3de6215fe68a9ef11c9110,2026-03-20T07:54:07.126665,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.126666,9999-12-31T00:00:00
EQ-014664,CAS411344R,Case,580SN,EARTHMOVING,Backhoe,Backhoe Loader,2023,2024-12-14,90000,120800,BR-01001,AVAILABLE,FAIR,40.711987,-74.011425,2026-03-19,2026-03-20,8737,417.65,1252.95,3758.85,UR_EQUIPMENT,e84be541527834fa4fbc9781ba83d4f010ef0fc895478a16f121b9f4279ac035,2026-03-20T07:54:07.126701,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.126701,9999-12-31T00:00:00
EQ-014665,JLG835473E,JLG,460SJ,AERIAL,Boom,Boom Lift 46ft Straight,2018,2019-08-18,128450,170100,BR-01046,MAINTENANCE,GOOD,41.887219,-87.622022,2026-03-19,2026-03-20,9771,300.0,900.0,2700.0,UR_EQUIPMENT,0a8aaf46fb97f3b49d6dfddaa87aafb11ba9541135c86cfce61673d62f070e05,2026-03-20T07:54:07.126736,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.126737,9999-12-31T00:00:00
EQ-014666,JLG720885O,JLG,460SJ,AERIAL,Boom,Boom Lift 46ft Straight,2021,2022-07-18,73850,160650,BR-01022,RENTED,POOR,33.85536,-84.297587,2026-03-19,2026-03-20,13321,340.29,1020.87,3062.61,UR_EQUIPMENT,fd8ce1562c829734b751b1fb7d2008a1f4e23cf07f884ce04cf37ebf262acfbd,2026-03-20T07:54:07.126770,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.126771,9999-12-31T00:00:00
EQ-014667,MUL816888A,Multiquip,QP-6TZ,GENERAL_TOOLS,Trash,Trash Pump 6in,2021,2021-08-02,64750,43925,BR-01068,AVAILABLE,GOOD,39.082038,-84.53221,2026-03-19,2026-03-20,1489,172.29,516.87,1550.61,UR_EQUIPMENT,780e997ea74be63e66558590c9bef5baed3fe526a3983a33d7b90f88ac013a03,2026-03-20T07:54:07.126804,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.126805,9999-12-31T00:00:00
EQ-014668,LIE969413T,Liebherr,LTM 1050,MATERIAL_HANDLING,All,All Terrain Crane 50T,2021,2021-12-23,520200,721800,BR-01062,RENTED,GOOD,39.209974,-94.569919,2026-03-19,2026-03-20,11407,1630.06,4890.18,14670.54,UR_EQUIPMENT,776407fa49ad0f0699108c421d883a3add47cf7a2436ee6e344385584dc1a120,2026-03-20T07:54:07.126838,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.126839,9999-12-31T00:00:00
EQ-014669,JLG817824G,JLG,600S,AERIAL,Boom,Boom Lift 60ft Straight,2017,2018-02-09,155000,218000,BR-01019,AVAILABLE,GOOD,40.733119,-74.179777,2026-03-19,2026-03-20,4636,475.71,1427.13,4281.39,UR_EQUIPMENT,607fd0624055c50d9ffb60f47214c584eaa559c1f294da0c89e5df75940e46de,2026-03-20T07:54:07.126872,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.126873,9999-12-31T00:00:00
EQ-014670,SKY320756U,Skyjack,SJ6826RT,AERIAL,Scissor,Scissor Lift 26ft Rough Terrain,2021,2021-02-23,55500,79500,BR-01075,AVAILABLE,EXCELLENT,30.264535,-97.735111,2026-03-19,2026-03-20,874,234.88,704.64,2113.92,UR_EQUIPMENT,580ff0d752605293ada6f0a5688248131ff329ecfe8f5ac0dbeee9290a84ec5f,2026-03-20T07:54:07.126907,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.126907,9999-12-31T00:00:00
EQ-014671,HYS463860L,Hyster,H80FT,MATERIAL_HANDLING,Forklift,Forklift 8K Pneumatic,2022,2023-04-23,56200,61600,BR-01016,AVAILABLE,FAIR,39.297722,-76.608434,2026-03-19,2026-03-20,14606,180.83,542.49,1627.47,UR_EQUIPMENT,4e9a4a81907be5cccca45ee218598110c3fc2e37ddd28404d91a6e2cbebf857c,2026-03-20T07:54:07.126939,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.126940,9999-12-31T00:00:00
EQ-014672,SKY432619A,Skyjack,SJ6826RT,AERIAL,Scissor,Scissor Lift 26ft Rough Terrain,2020,2021-03-18,59750,87250,BR-01095,RENTED,POOR,40.840029,-111.876759,2026-03-19,2026-03-20,6263,278.44,835.32,2505.96,UR_EQUIPMENT,db3da7a2b3ecec2215ad0d4518784f887e30f5539d555978367021d9fe0ac10b,2026-03-20T07:54:07.126970,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.126971,9999-12-31T00:00:00
EQ-014673,CAR256023R,Carrier,30RB,POWER_AND_HVAC,Air-Cooled,Air-Cooled Chiller 5T,2021,2021-01-31,82000,80500,BR-01037,RENTED,EXCELLENT,35.924717,-78.537909,2026-03-19,2026-03-20,3104,216.53,649.59,1948.77,UR_EQUIPMENT,c013af244bfecff0468b874ace8378909e96af2e23387baa0f0a3528cf0dba4c,2026-03-20T07:54:07.127001,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127002,9999-12-31T00:00:00
EQ-014674,MIL706597Q,Miller,Big Blue 500,GENERAL_TOOLS,Welder,Welder Generator 500A,2021,2021-01-25,40600,55000,BR-01075,AVAILABLE,FAIR,30.2651,-97.728716,2026-03-19,2026-03-20,8781,222.59,667.77,2003.31,UR_EQUIPMENT,34141212fe2fb52e32edc23c4d67bfcd915b36f6211dd8c6ba2c86cce97d0c8b,2026-03-20T07:54:07.127034,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127034,9999-12-31T00:00:00
EQ-014675,GEN429264F,Genie,GS-3246,AERIAL,Scissor,Scissor Lift 32ft Electric,2019,2019-06-17,73800,60800,BR-01099,MAINTENANCE,FAIR,32.711291,-117.155455,2026-03-19,2026-03-20,1024,214.06,642.18,1926.54,UR_EQUIPMENT,acec27f2bc8c1e324d740da6266427d5ad215148b13e8ee8c49c5ecc9dae5472,2026-03-20T07:54:07.127067,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127068,9999-12-31T00:00:00
EQ-014676,MUL582872U,Multiquip,QP-6TZ,GENERAL_TOOLS,Trash,Trash Pump 6in,2018,2018-04-16,42175,65975,BR-01014,TRANSPORT,FAIR,41.820138,-72.706158,2026-03-19,2026-03-20,792,183.01,549.03,1647.09,UR_EQUIPMENT,bd7b2316db2be736f94b114cd258ca997e342133619a9fe7a57faab8e4c83f78,2026-03-20T07:54:07.127101,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127102,9999-12-31T00:00:00
EQ-014677,FLA750679J,Flagro,FVO-400,POWER_AND_HVAC,Indirect,Indirect Fired Heater 400K BTU,2020,2021-09-10,25125,59500,BR-01018,MAINTENANCE,EXCELLENT,39.281869,-76.600194,2026-03-19,2026-03-20,11146,108.24,324.72,974.16,UR_EQUIPMENT,3a4ff95690bbe07cce77116b61efdf3bf9468d3364f17868d2d518989b128146,2026-03-20T07:54:07.127135,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127135,9999-12-31T00:00:00
EQ-014678,KUN149440I,Kundel,V-Panel,TRENCH_SAFETY,Manhole,Manhole Box,2023,2024-09-18,49500,51600,BR-01079,DECOMMISSIONED,GOOD,36.149362,-95.981084,2026-03-19,2026-03-20,0,165.52,496.56,1489.68,UR_EQUIPMENT,3ee6ed94c0880ede05d3e6492aabb8d83eed7a9a00def2d282f88c94307dcfcf,2026-03-20T07:54:07.127169,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127170,9999-12-31T00:00:00
EQ-014679,YAL648104J,Yale,GDP120,MATERIAL_HANDLING,Forklift,Forklift 12K Diesel,2019,2020-06-24,99550,71775,BR-01099,RENTED,FAIR,32.820273,-117.252109,2026-03-19,2026-03-20,7825,279.63,838.89,2516.67,UR_EQUIPMENT,c7c652c6064f816c349fb8573360d01467c61c1b905cc2fffc29973c4980953e,2026-03-20T07:54:07.127202,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127203,9999-12-31T00:00:00
EQ-014680,BOB704382Y,Bobcat,T770,EARTHMOVING,Compact,Compact Track Loader,2023,2023-10-17,101150,163100,BR-01064,TRANSPORT,GOOD,38.684145,-90.094453,2026-03-19,2026-03-20,13849,346.11,1038.33,3114.99,UR_EQUIPMENT,ac7cb180eef4a3339f57688280a0d4434e11e5161319515e86d25685a693ce85,2026-03-20T07:54:07.127236,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127237,9999-12-31T00:00:00
EQ-014681,WAC578259U,Wacker Neuson,PT3A,GENERAL_TOOLS,Trash,Trash Pump 3in,2016,2017-10-22,49500,49875,BR-01090,TRANSPORT,GOOD,47.70266,-122.416219,2026-03-19,2026-03-20,3769,141.31,423.93,1271.79,UR_EQUIPMENT,332efc4a75dd1b16edcade90929afabe963627cb1244b237a6d896f7cb09b757,2026-03-20T07:54:07.127270,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127270,9999-12-31T00:00:00
EQ-014682,JLG112023Y,JLG,600S,AERIAL,Boom,Boom Lift 60ft Straight,2021,2021-05-06,179500,213500,BR-01051,RENTED,GOOD,42.212349,-83.006261,2026-03-19,2026-03-20,4264,528.44,1585.32,4755.96,UR_EQUIPMENT,dca631ec016f3023132f06f603833c5203a0367e71cf42cf27b83c8fa5bfbb2e,2026-03-20T07:54:07.127304,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127305,9999-12-31T00:00:00
EQ-014683,KUN949747S,Kundel,V-Panel,TRENCH_SAFETY,Manhole,Manhole Box,2020,2021-11-28,37050,66900,BR-01040,RENTED,GOOD,30.221656,-81.769719,2026-03-19,2026-03-20,0,156.95,470.85,1412.55,UR_EQUIPMENT,d5a0e578820c58bb1fcfa7fcadd4d59359dd8d192ae01cae481706fd53bd6a4a,2026-03-20T07:54:07.127338,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127339,9999-12-31T00:00:00
EQ-014684,KUN554479K,Kundel,V-Panel,TRENCH_SAFETY,Manhole,Manhole Box,2022,2023-08-26,39150,67350,BR-01039,AVAILABLE,FAIR,35.754794,-78.624971,2026-03-19,2026-03-20,0,140.02,420.06,1260.18,UR_EQUIPMENT,0791857a0f7085d59d6e4b2bf1e7c432747ef757c13810e5348bf5200615600e,2026-03-20T07:54:07.127372,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127373,9999-12-31T00:00:00
EQ-014685,CAT496269J,Cat,926M,EARTHMOVING,Wheel,Wheel Loader,2018,2018-09-21,130000,175500,BR-01095,RENTED,POOR,40.773243,-111.794041,2026-03-19,2026-03-20,2160,527.58,1582.74,4748.22,UR_EQUIPMENT,8d331c5a9b2cbc5ec7cd2bc0e920928bd6ab2ab6c697ee6009bdb47139cc7828,2026-03-20T07:54:07.127407,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127408,9999-12-31T00:00:00
EQ-014686,JLG223384N,JLG,600S,AERIAL,Boom,Boom Lift 60ft Straight,2017,2017-06-08,166500,188000,BR-01013,TRANSPORT,FAIR,41.727241,-72.570679,2026-03-19,2026-03-20,8597,471.61,1414.83,4244.49,UR_EQUIPMENT,bca863afdb1d889999bcc849542a278887b162c26755d93a3d6486d0808dcc51,2026-03-20T07:54:07.127441,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127442,9999-12-31T00:00:00
EQ-014687,CAT993429C,Cat,330,EARTHMOVING,Excavator,Excavator 30T,2020,2020-01-12,185400,262800,BR-01041,RENTED,GOOD,30.426588,-81.722263,2026-03-19,2026-03-20,2508,788.71,2366.13,7098.39,UR_EQUIPMENT,2ffd4e2ff90fe2882f363d08375cfb854fc667b37b3c7533f6522c3769cf7d3e,2026-03-20T07:54:07.127472,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127472,9999-12-31T00:00:00
EQ-014688,MIL877548E,Miller,Big Blue 500,GENERAL_TOOLS,Welder,Welder Generator 500A,2016,2017-08-07,42200,91200,BR-01089,AVAILABLE,GOOD,47.602643,-122.338508,2026-03-19,2026-03-20,1970,173.19,519.57,1558.71,UR_EQUIPMENT,326b2bbe74677dec33b52ebe49d3a40348ee0acc9990042a1683c6077250dfe7,2026-03-20T07:54:07.127503,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127503,9999-12-31T00:00:00
EQ-014689,JLG716606Z,JLG,G10-55A,AERIAL,Telehandler,Telehandler 10K 55ft,2022,2023-03-11,121500,214200,BR-01040,RENTED,FAIR,30.219611,-81.706466,2026-03-19,2026-03-20,2080,459.27,1377.81,4133.43,UR_EQUIPMENT,4d3cc71da9add29a10f38d119d8502c406c24f1dd7d50cdc41a732ea04f61eef,2026-03-20T07:54:07.127534,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127534,9999-12-31T00:00:00
EQ-014690,GEN917534P,Genie,GTH-636,AERIAL,Telehandler,Telehandler 6K 36ft,2023,2024-01-02,136850,88200,BR-01008,AVAILABLE,EXCELLENT,39.968742,-75.191773,2026-03-19,2026-03-20,14522,313.68,941.04,2823.12,UR_EQUIPMENT,9cda0f858dbf7d648686cef0c070e4f68673af86a4231f7372cc295567c33f8b,2026-03-20T07:54:07.127564,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127565,9999-12-31T00:00:00
EQ-014691,TOY302455N,Toyota,8FGU25,MATERIAL_HANDLING,Forklift,Forklift 5K Cushion,2020,2021-06-20,56550,48450,BR-01096,RENTED,GOOD,40.761415,-111.841171,2026-03-19,2026-03-20,12497,147.69,443.07,1329.21,UR_EQUIPMENT,63c43ced4d35fe55aabd5604f60b22f5d33ad0b589d746d7f6c8a36310c897b5,2026-03-20T07:54:07.127596,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127596,9999-12-31T00:00:00
EQ-014692,GEN433871Z,Genie,GS-2632,AERIAL,Scissor,Scissor Lift 26ft Electric,2024,2024-06-04,55350,48600,BR-01023,RENTED,FAIR,33.600404,-84.496872,2026-03-19,2026-03-20,10810,167.01,501.03,1503.09,UR_EQUIPMENT,5614af8f02b42b3f0088cd9a0817e0a5233975dd89700ffe77c14097090dca9c,2026-03-20T07:54:07.127629,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127630,9999-12-31T00:00:00
EQ-014693,CAT237931Z,Cat,926M,EARTHMOVING,Wheel,Wheel Loader,2017,2017-04-23,196000,224000,BR-01078,RENTED,POOR,33.308562,-111.992269,2026-03-19,2026-03-20,2943,510.76,1532.28,4596.84,UR_EQUIPMENT,5a62b5a3d41570478d0758ccf95d3713b3400fa7b3ca0639dd6a58d349c0ec39,2026-03-20T07:54:07.127663,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127664,9999-12-31T00:00:00
EQ-014694,JLG318193J,JLG,600S,AERIAL,Boom,Boom Lift 60ft Straight,2021,2021-02-14,196500,218500,BR-01093,TRANSPORT,GOOD,36.312924,-115.144519,2026-03-19,2026-03-20,4445,566.3,1698.9,5096.7,UR_EQUIPMENT,ec0892ecae813ee2db1c9f23557326116e16ee067b5965cde5020d9b94877a72,2026-03-20T07:54:07.127697,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127697,9999-12-31T00:00:00
EQ-014695,GEN821634G,Genie,GS-1930,AERIAL,Scissor,Scissor Lift 19ft Electric,2024,2024-07-30,41375,54250,BR-01075,RENTED,GOOD,30.381596,-97.718713,2026-03-19,2026-03-20,833,139.76,419.28,1257.84,UR_EQUIPMENT,e730dca5e27fa6b4e7ebc6b154898877ad05c8487bc764cc65bbd46148209fba,2026-03-20T07:54:07.127731,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127732,9999-12-31T00:00:00
EQ-014696,GME261098O,GME,SR Series,TRENCH_SAFETY,Slide,Slide Rail System,2019,2019-07-20,99600,90300,BR-01090,MAINTENANCE,GOOD,47.608197,-122.305788,2026-03-19,2026-03-20,0,255.17,765.51,2296.53,UR_EQUIPMENT,8899c17bd88bb5ceb71d4d871206aa524a66214df88fdce20d4c080fd06ba820,2026-03-20T07:54:07.127765,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127765,9999-12-31T00:00:00
EQ-014697,CAT811480J,Cat,330,EARTHMOVING,Excavator,Excavator 30T,2019,2019-10-03,285300,362700,BR-01085,RENTED,POOR,37.838256,-122.477791,2026-03-19,2026-03-20,14842,794.37,2383.11,7149.33,UR_EQUIPMENT,ac18c761276833b4699598bb224b7e4c23226d6e3353e46dfe85f05aaf3ba3b9,2026-03-20T07:54:07.127798,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127799,9999-12-31T00:00:00
EQ-014698,GEN118764Y,Genie,GS-2632,AERIAL,Scissor,Scissor Lift 26ft Electric,2017,2018-06-16,46500,38250,BR-01059,AVAILABLE,GOOD,44.965494,-93.239345,2026-03-19,2026-03-20,10953,145.54,436.62,1309.86,UR_EQUIPMENT,aee2b39a5f2996d53c3d6a52e430c8d5e4f5d38b882a6b630f2dc453dff2716c,2026-03-20T07:54:07.127832,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127833,9999-12-31T00:00:00
EQ-014699,MAR722932P,Marley,NC Series,POWER_AND_HVAC,Cooling,Cooling Tower,2015,2015-10-06,117950,88200,BR-01017,AVAILABLE,GOOD,39.306833,-76.588381,2026-03-19,2026-03-20,3322,369.1,1107.3,3321.9,UR_EQUIPMENT,baa5f7de972e16da45f46b08f94f6ed7ed013a21d3c4572ef57b259d04eeec32,2026-03-20T07:54:07.127866,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127866,9999-12-31T00:00:00
EQ-014700,JOH254606E,John Deere,450K,EARTHMOVING,Crawler,Crawler Dozer,2020,2021-10-22,135300,271150,BR-01094,RENTED,EXCELLENT,36.123181,-115.172825,2026-03-19,2026-03-20,10487,500.92,1502.76,4508.28,UR_EQUIPMENT,97123fb00e42cd0b9435619092659a64fdd1e38f3d8ac586c8396d0949fb9fac,2026-03-20T07:54:07.127899,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127900,9999-12-31T00:00:00
EQ-014701,JLG327598Y,JLG,800S,AERIAL,Boom,Boom Lift 80ft Straight,2020,2021-03-08,170800,303100,BR-01066,RENTED,GOOD,38.456901,-90.09725,2026-03-19,2026-03-20,13923,767.11,2301.33,6903.99,UR_EQUIPMENT,4c529f0c3ccbfbf6cfaa74a45b2bcb18dcd836b0c90c8e966b7b5b3993f2aca3,2026-03-20T07:54:07.127932,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127933,9999-12-31T00:00:00
EQ-014702,CUM324687R,Cummins,C60,POWER_AND_HVAC,Generator,Generator 60kW Diesel,2021,2022-02-19,133600,195600,BR-01022,RENTED,GOOD,33.669981,-84.460034,2026-03-19,2026-03-20,8950,441.96,1325.88,3977.64,UR_EQUIPMENT,1f71623fc7f0ebe507a97977fbdd96220aa832b756314a6b0e632bae5baf5f19,2026-03-20T07:54:07.127963,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127963,9999-12-31T00:00:00
EQ-014703,TOY325039V,Toyota,8FGU25,MATERIAL_HANDLING,Forklift,Forklift 5K Cushion,2017,2018-12-20,37350,42300,BR-01033,RENTED,GOOD,27.95823,-82.465018,2026-03-19,2026-03-20,3188,172.09,516.27,1548.81,UR_EQUIPMENT,bdf723808bc2891a5ed1b6fc3a86faf3f91c04063d6e6c24d194801fd6b9652d,2026-03-20T07:54:07.127993,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.127994,9999-12-31T00:00:00
EQ-014704,GEN841564D,Genie,GS-2632,AERIAL,Scissor,Scissor Lift 26ft Electric,2022,2022-10-13,59400,57000,BR-01055,RENTED,POOR,39.653,-86.132637,2026-03-19,2026-03-20,8828,131.15,393.45,1180.35,UR_EQUIPMENT,f71d1dc54aebeefed28a830f8c55bcc788723237197e41a1cd9684820afde24f,2026-03-20T07:54:07.128024,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.128025,9999-12-31T00:00:00
EQ-014705,CAT461485V,Cat,330,EARTHMOVING,Excavator,Excavator 30T,2017,2018-02-18,261900,414900,BR-01015,AVAILABLE,GOOD,41.774809,-72.659197,2026-03-19,2026-03-20,4759,786.79,2360.37,7081.11,UR_EQUIPMENT,deee31dc5d7f1a4fc1a67e624497fd524b06d6a3ecd7d580fea7fc110c11c2d4,2026-03-20T07:54:07.128054,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.128055,9999-12-31T00:00:00
EQ-014706,JOH767956T,John Deere,450K,EARTHMOVING,Crawler,Crawler Dozer,2023,2024-01-11,179300,250250,BR-01017,AVAILABLE,EXCELLENT,39.307232,-76.59257,2026-03-19,2026-03-20,11662,617.34,1852.02,5556.06,UR_EQUIPMENT,3f83d68be81ed02350a915d27f6abb6949d31e21dbcc4f461f132d447aa74e38,2026-03-20T07:54:07.128085,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.128085,9999-12-31T00:00:00
EQ-014707,GEN365358Q,Genie,GS-2632,AERIAL,Scissor,Scissor Lift 26ft Electric,2018,2019-11-05,43950,62250,BR-01022,MAINTENANCE,FAIR,33.743401,-84.386808,2026-03-19,2026-03-20,8554,128.93,386.79,1160.37,UR_EQUIPMENT,0d67487267e510ec18fbe7a1ad2551faeb678f0f6f88061f06951bce8f1c3686,2026-03-20T07:54:07.128117,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.128118,9999-12-31T00:00:00
EQ-014708,GEN971083U,Genie,GS-1930,AERIAL,Scissor,Scissor Lift 19ft Electric,2015,2016-08-18,50000,48750,BR-01057,MAINTENANCE,FAIR,39.77015,-86.178789,2026-03-19,2026-03-20,572,121.26,363.78,1091.34,UR_EQUIPMENT,c8b777750b901ceffaebc47db39b4718a8725df2dab1d0aa44b28eb70cfcddca,2026-03-20T07:54:07.128151,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.128152,9999-12-31T00:00:00
EQ-014709,JLG709809Q,JLG,G10-55A,AERIAL,Telehandler,Telehandler 10K 55ft,2020,2021-10-10,140850,216450,BR-01063,AVAILABLE,GOOD,39.119792,-94.597345,2026-03-19,2026-03-20,6328,511.33,1533.99,4601.97,UR_EQUIPMENT,29622161214df4daf3cb49153c3d1442eaa9da5f12ebbc8649f3f8fb6527e367,2026-03-20T07:54:07.128185,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.128186,9999-12-31T00:00:00
EQ-014710,CAT625902G,Cat,314,EARTHMOVING,Excavator,Excavator 14T,2018,2018-10-09,196200,267600,BR-01094,RENTED,FAIR,36.183094,-115.196733,2026-03-19,2026-03-20,4143,569.83,1709.49,5128.47,UR_EQUIPMENT,e90491a2fec2225b6eaf4f87a3c0351fddb16ac16d86a57fd78f4fe032f87476,2026-03-20T07:54:07.128219,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.128219,9999-12-31T00:00:00
EQ-014711,EFF158739K,Efficiency,Steel Box 8x16,TRENCH_SAFETY,Trench,Trench Box 8ft,2019,2020-10-26,38875,50250,BR-01024,AVAILABLE,FAIR,33.737664,-84.415153,2026-03-19,2026-03-20,0,135.55,406.65,1219.95,UR_EQUIPMENT,b2622b30a1f65227e048311c64fcf6a08a9f1a7635c77f61f5131cf4885223b6,2026-03-20T07:54:07.128253,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.128253,9999-12-31T00:00:00
EQ-014712,LAN809395B,Landa,PGHW,GENERAL_TOOLS,Hot,Hot Water Pressure Washer,2023,2024-05-05,47700,60750,BR-01049,RENTED,POOR,42.238351,-82.904506,2026-03-19,2026-03-20,12675,132.89,398.67,1196.01,UR_EQUIPMENT,643e638cc4eeaf3dee6b15459ee42d26cc9c0f66483b445802738a6d522a368f,2026-03-20T07:54:07.128287,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.128288,9999-12-31T00:00:00
EQ-014713,HYS891014O,Hyster,H80FT,MATERIAL_HANDLING,Forklift,Forklift 8K Pneumatic,2017,2017-12-17,56600,71800,BR-01036,RENTED,FAIR,36.262788,-86.848775,2026-03-19,2026-03-20,2676,185.73,557.19,1671.57,UR_EQUIPMENT,bd622a36f745714380f910df04eaec5065f99a4f17575b81208f9821de65367d,2026-03-20T07:54:07.128322,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.128322,9999-12-31T00:00:00
EQ-014714,JLG436780U,JLG,G10-55A,AERIAL,Telehandler,Telehandler 10K 55ft,2015,2015-03-03,127800,150750,BR-01092,AVAILABLE,POOR,45.541778,-122.708715,2026-03-19,2026-03-20,7810,391.09,1173.27,3519.81,UR_EQUIPMENT,9aa0f5584e8ca44a5446662ce51a7661265b42942325f3d93ca991d2c5eeebfc,2026-03-20T07:54:07.128356,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.128356,9999-12-31T00:00:00
EQ-014715,LAN411526I,Landa,PGHW,GENERAL_TOOLS,Hot,Hot Water Pressure Washer,2021,2022-08-04,56550,60600,BR-01059,MAINTENANCE,GOOD,44.960221,-93.245244,2026-03-19,2026-03-20,5475,147.9,443.7,1331.1,UR_EQUIPMENT,4708278d73ca85688e1b2177f9a90a941b11dee01371cd67a8300d21b1a495ad,2026-03-20T07:54:07.128390,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.128390,9999-12-31T00:00:00
